,title,n_enrolled,course_type,institution,instructors,Level,subject,language,subtitles,course_effort,course_length,price
766,"Instructional Design: Digital Media, New Tools and Technology",16419,Self-paced on your time,University System of Maryland-University of Maryland Global Campus,Randy Hansen,Intermediate,Education & Teacher Training,English,English,8–10 hours per week,8,299.0
767,Molecular Biology – Part 3: RNA Processing and Translation,16520,Self-paced on your time,Massachusetts Institute of Technology,Stephen P. Bell-Tania A. Baker-Mary Ellen Wiltrout-Sera Thornton,Advanced,Biology & Life Sciences,English,"English, 中文",4–8 hours per week,8,99.0
768,Power and Responsibility: Doing Philosophy with Superheroes,8517,Self-paced on your time,The Smithsonian Institution,Christopher Robichaud,Introductory,Art & Culture,English,English,1–5 hours per week,5,49.0
769,Aprendizaje automático y ciencia de datos,13994,Self-paced on your time,Universitat Politècnica de Valencia,José Hernández-Orallo-María José Ramírez Quintana-Fernando Martínez Plumed,Intermediate,Computer Science,Español,Español,4–5 hours per week,5,50.0
770,Sustainable Urban Freight Transport: A Global Perspective,7769,Self-paced on your time,Delft University of Technology,Lóránt Tavasszy-Ron van Duin-Tharsis Teoh-Eiichi Taniguchi,Introductory,Engineering,English,English,4–6 hours per week,5,50.0
771,MathTrackX: Statistics,0,Self-paced on your time,University of Adelaide,Dr Melissa Humphries-Dr David Butler-Dr Brendan Harding-Dr Danny Stevenson,Introductory,Math,English,English,3–6 hours per week,4,79.0
772,Técnicas Cuantitativas y Cualitativas para la Investigación,29885,Self-paced on your time,Universitat Politècnica de Valencia,Adela García Aracil-Isabel Neira Gómez-Fernando Jiménez Sáez-José Félix Lozano Aguilar,Intermediate,Data Analysis & Statistics,Español,Español,2–3 hours per week,6,65.0
773,Strategic Applications of IT Project & Program Management,17914,Self-paced on your time,University of Washington,Debra Hildebrand,Introductory,Business & Management,English,English,2–5 hours per week,6,199.0
774,Advanced Bioconductor,26063,Self-paced on your time,Harvard University,Rafael Irizarry-Michael Love,Advanced,Data Analysis & Statistics,English,English,2–4 hours per week,4,149.0
775,What Every Provider Should Know: Clinical Fundamentals,0,Self-paced on your time,Stanford University,Matthew Strehlow-S.V. Mahadevan-Rebecca Walker,Introductory,Medicine,English,English,4–6 hours per week,10,50.0
776,Análisis e interpretación de información económica y financiera,5891,Self-paced on your time,Pontificia Universidad Javeriana,Gregorio Gandini,Intermediate,Economics & Finance,Español,Español,6–8 hours per week,5,49.0
777,AWS IoT: Developing and Deploying an Internet of Things,8884,Self-paced on your time,Amazon Web Services,Bobbie Atristain-Adam Becker-Neel Mitra-Wes Gruver,Intermediate,Computer Science,English,English,2–5 hours per week,4,99.0
778,Measuring Sustainable Development,0,Self-paced on your time,SDG Academy,Guido Schmidt-Traub-Guillaume Lafortune-Jessica Espey,Intermediate,Data Analysis & Statistics,English,English,1–3 hours per week,5,25.0
779,Embedded Systems - Shape The World: Multi-Threaded Interfacing,27814,Self-paced on your time,The University of Texas at Austin,Jonathan Valvano-Ramesh Yerraballi,Intermediate,Computer Science,English,English,8–10 hours per week,8,49.0
780,Hong Kong Cinema through a Global Lens | 全球化下的香港电影,12458,Instructor-led on a course schedule,University of Hong Kong,Aaron Magnan-Park-Stacilee Ford-Gina Marchetti,Introductory,Humanities,English,"English, 中文",4–6 hours per week,6,50.0
781,Image Processing and Analysis for Life Scientists,8621,Self-paced on your time,École polytechnique fédérale de Lausanne,Arne Seitz-Romain Guiet-Olivier Burri-Nicolas Chiaruttini,Intermediate,Data Analysis & Statistics,English,English,2–3 hours per week,7,199.0
782,La protección del menor,7654,Self-paced on your time,Universidad Autónoma de Madrid,Juan Antonio Chinchilla Peinado-Mónica Domínguez Martín-Liborio Hierro Sánchez-Pescador-Maravillas Espín Sáez,Introductory,Law,Español,Español,3–5 hours per week,5,49.0
783,Globalization: Past and Future,10127,Self-paced on your time,SDG Academy,Jeffrey D. Sachs,Introductory,History,English,"English, Русский",2–4 hours per week,4,25.0
784,Star Trek: Inspiring Culture and Technology,6521,Self-paced on your time,The Smithsonian Institution,Margaret Weitekamp-Scott Mantz,Introductory,History,English,English,1–3 hours per week,7,40.0
785,Qué funciona en educación: políticas educativas basadas en evidencia,15701,Self-paced on your time,Inter-American Development Bank,Emiliana Vegas,Introductory,Education & Teacher Training,Español,Español,3–4 hours per week,10,25.0
786,"Introduction to Cloud Development with HTML5, CSS3, and JavaScript",0,Self-paced on your time,IBM,Rav Ahuja-Upkar Lidder,Introductory,Computer Science,English,English,1–2 hours per week,4,99.0
787,Tools for Academic Engagement in Public Policy,5035,Self-paced on your time,Massachusetts Institute of Technology,Chappell Lawson-Daniel Pomeroy,Introductory,Communication,English,English,1–3 hours per week,3,199.0
788,Theory of Change for Development,10736,Self-paced on your time,Wits University,Caitlin Blaser Mapitsa-Takunda Chirau,Introductory,Social Sciences,English,English,3–4 hours per week,7,199.0
789,Monozukuri: Making Things,0,Self-paced on your time,Tokyo Institute of Technology,Hiroto Tanaka-Cesar A. Hernandez Reyes,Introductory,Engineering,English,English,1–2 hours per week,4,49.0
790,Drug Discovery & Medicinal Chemistry,0,Self-paced on your time,Davidson College,Erland Stevens,Intermediate,Medicine,English,English,5–7 hours per week,5,99.0
791,Digital Biomaterials,0,Self-paced on your time,University of Hong Kong,Jukka Matinlinna-James Kit Hon Tsoi,Introductory,Medicine,English,English,2–4 hours per week,4,149.0
792,Natural Resources for Sustainable Development,9668,Self-paced on your time,SDG Academy,Lisa Sachs-Patrick Heller-NR Faculty,Intermediate,Energy & Earth Sciences,English,"اللغة العربية, English, Español, Français, Русский",4–6 hours per week,12,49.0
793,Omnichannel Strategy and Management,15860,Self-paced on your time,Dartmouth College,Santiago Gallino-Antonio Moreno-Garcia,Intermediate,Business & Management,English,English,3–5 hours per week,4,99.0
794,General Overview of Cannabis and the Industry’s Outlook and Professions,5048,Self-paced on your time,Doane University,"Jazmin Oliver-Amanda McKinney, MD, FACLM-Andrea Holmes, PhD",Introductory,Environmental Studies,English,English,5–10 hours per week,4,199.0
795,Amazon SageMaker: Simplifying Machine Learning Application Development,11765,Self-paced on your time,Amazon Web Services,Russell Sayers-Asim Jalis-Carl Leonard,Intermediate,Computer Science,English,English,2–4 hours per week,4,99.0
796,Formulación y nomenclatura de compuestos químicos,12748,Self-paced on your time,Universitat Politècnica de Valencia,Teresa Pardo Vicente-Juan Antonio Llorens Molina,Introductory,Chemistry,Español,Español,3–4 hours per week,6,49.0
797,Introducción a la factura electrónica,5829,Self-paced on your time,LOGYCA,Kelly Toscano-Edna Melissa Reina Calderon,Intermediate,Economics & Finance,Español,Español,3–4 hours per week,4,49.9
798,Demand and Supply Analytics,23585,Instructor-led on a course schedule,Columbia University,Daniel Guetta,Intermediate,Business & Management,English,English,8–10 hours per week,12,249.0
799,Advanced Algorithmics and Graph Theory with Python,13502,Self-paced on your time,IMT,Vincent Gripon-Patrick Meyer-Nicolas Farrugia-Carlos Eduardo Rosar Kos Lassance,Intermediate,Computer Science,English,English,2–4 hours per week,6,49.0
800,Modern Japanese Architecture Part 1: From Meiji Restoration to the Pacific War,0,Self-paced on your time,Tokyo Institute of Technology,David B. Stewart,Intermediate,Architecture,English,English,3–5 hours per week,5,59.0
801,Diagramas UML estructurales para la Ingeniería del Software,5820,Self-paced on your time,Universitat Politècnica de Valencia,Ignacio Panach-Óscar Pastor-Ana León,Introductory,Computer Science,Español,Español,3–4 hours per week,5,50.0
802,"A-level Mathematics for Year 12 - Course 2: Calculus, Newton’s Laws and Hypothesis Testing",6232,Self-paced on your time,Imperial College London,Philip Ramsden-Phil Chaffe,Intermediate,Math,English,English,2–4 hours per week,7,49.0
803,Fundamentos de Mecánica para Ingeniería,14219,Self-paced on your time,Universitat Politècnica de Valencia,Pilar Candelas Valiente-M. Ángeles Hernández Fenollosa-Constanza Rubio Michavila-Marcos Giménez Valentín,Introductory,Physics,Español,Español,3–4 hours per week,6,49.0
804,Leadership and Management for PM Practitioners in IT,21949,Self-paced on your time,University of Washington,Luke Panezich-Debra Hildebrand,Introductory,Business & Management,English,English,2–5 hours per week,6,199.0
805,Entrepreneurship 103: Show Me The Money,15184,Self-paced on your time,Massachusetts Institute of Technology,Bill Aulet-Erdin Beshimov,Introductory,Business & Management,English,English,2–4 hours per week,10,300.0
806,Historia de la ética,9383,Self-paced on your time,Universidad Carlos III de Madrid,Carlos Santiuste-Francisco Javier Sánz García-Carmen González Marín-Virginia Fusco,Introductory,Philosophy & Ethics,Español,Español,1–3 hours per week,6,29.0
807,Drainage in Agriculture: controlling water and salt levels in the soil,0,Self-paced on your time,Wageningen University & Research,Dr. Ir. Henk Ritzema-Dr. Ir. Klaas Metselaar-Dr. Ir. Jos van Dam-Dr. Ir. Lodewijk Stuyt,Advanced,Environmental Studies,English,English,18–20 hours per week,5,49.0
808,Radio para internet con Podcast: creación y conceptos básicos,6460,Self-paced on your time,Universitat Politècnica de Valencia,José Ramón Díaz Sáenz Díaz Sáenz-Luisa Tolosa Robledo-Carlos Hernández Franco,Introductory,Communication,Español,Español,3–4 hours per week,6,50.0
809,Introducción a los circuitos eléctricos,11953,Self-paced on your time,Universidad Galileo,Preng Biba-Rodrigo Baessa-Eduardo Corpeño,Intermediate,Electronics,Español,Español,6–8 hours per week,5,49.0
810,AP® Physics 1: Challenging Concepts,12145,Self-paced on your time,Davidson Next,Larry Cain-Robert Morse-Peggy Bertrand,Introductory,Physics,English,English,2–4 hours per week,8,49.0
811,Introduction to Java Programming – Part 2,71203,Self-paced on your time,The Hong Kong University of Science and Technology,Ting-Chuen Pong-Tony W K Fung-Leo P M Fan,Introductory,Computer Science,English,English,3–5 hours per week,5,99.0
812,AP® Macroeconomics,29433,Self-paced on your time,Davidson Next,Clark Ross-Sally Meek,Introductory,Economics & Finance,English,English,2–4 hours per week,18,49.0
813,Climate Change Education,12056,Self-paced on your time,Inter-American Development Bank,Emma Naslund-Hadley-Juan Paredes,Introductory,Education & Teacher Training,English,"English, Español",4–5 hours per week,10,25.0
814,"Introducción al griego clásico: verbos, oraciones y filosofía",0,Self-paced on your time,Universidad Autónoma de Madrid,Helena González-Vaquerizo-Araceli Striano Corrochano-Raquel Fornieles Sánchez,Introductory,Language,Español,Español,4–5 hours per week,5,49.0
815,Applied Deep Learning Capstone Project,8429,Self-paced on your time,IBM,Joseph Santarcangelo,Advanced,Data Analysis & Statistics,English,English,2–4 hours per week,5,99.0
816,FinTech Ethics and Risks,10696,Self-paced on your time,University of Hong Kong,David L. Bishop-David S. Lee,Introductory,Economics & Finance,English,"English, English, 中文, 中文",1–5 hours per week,6,199.0
817,User Experience (UX) Design: Human Factors and Culture in Design | 设计的人因与文化,23828,Self-paced on your time,Tsinghua University,Pei-Luen Patrick Rau,Advanced,Engineering,English,English,1–5 hours per week,7,139.0
818,The Conquest of Space: Space Exploration and Rocket Science,19926,Self-paced on your time,Universidad Carlos III de Madrid,Manuel Sanjurjo Rivo-Mario Merino-Eduardo Ahedo-Manuel Soler,Introductory,Engineering,English,English,3–4 hours per week,7,129.0
819,Business Strategy and Operations in a Biobased Economy,0,Self-paced on your time,Wageningen University & Research,Emiel Wubben-Jos Bijman-Renzo Akkerman-Argyris Kanellopoulos,Advanced,Business & Management,English,English,12–16 hours per week,5,149.0
820,What Works in Education: Evidence-Based Education Policies,5540,Self-paced on your time,Inter-American Development Bank,Emiliana Vegas,Introductory,Education & Teacher Training,English,English,3–4 hours per week,10,25.0
821,Electric Cars: Business,14199,Self-paced on your time,Delft University of Technology,Frank Rieck-Roland Steinmetz-Rick Wolbertus-Bert van Wee,Intermediate,Business & Management,English,English,4–5 hours per week,4,50.0
822,Thermodynamics of Materials,0,Self-paced on your time,Massachusetts Institute of Technology,Rafael Jaramillo-Jessica Sandland-John Harrold,Intermediate,Engineering,English,English,9–12 hours per week,16,150.0
823,Mechanics: Momentum and Energy,14846,Self-paced on your time,Massachusetts Institute of Technology,Peter Dourmashkin-George Stephans-Deepto Chakrabarty-Analia Barrantes,Intermediate,Physics,English,English,10–12 hours per week,14,49.0
824,Co-Creating Sustainable Cities,12415,Self-paced on your time,Delft University of Technology-Wageningen University & Research-Delft University & Wageningen University,Gert Spaargaren-Ellen van Bueren-Co-creating sustainable cities – Course contributors,Advanced,Social Sciences,English,English,6–8 hours per week,8,49.0
825,Cómo educar teniendo en cuenta la muerte,0,Self-paced on your time,Universidad Autónoma de Madrid,Pablo Rodríguez Herrero-Agustín de la Herrán Gascón,Introductory,Education & Teacher Training,Español,Español,2–5 hours per week,3,49.0
826,Introduction to Animal Ethics,6608,Self-paced on your time,Kyoto University,Tetsuji Iseda,Introductory,Philosophy & Ethics,English,English,2–3 hours per week,5,49.0
827,Teamwork & Collaboration,0,Self-paced on your time,Rochester Institute of Technology,David Neumann,Introductory,Communication,English,English,4–6 hours per week,3,199.0
828,Grant Writing and Crowdfunding for Public Libraries,12853,Self-paced on your time,The University of Michigan,Kristin Fontichiaro,Introductory,Humanities,English,English,2–3 hours per week,4,49.0
829,Leading Ambitious Teaching and Learning,24273,Self-paced on your time,The University of Michigan-Microsoft Education,Deborah Loewenberg Ball-Nell Duke-Liz Kolb-Elizabeth Birr Moje,Advanced,Education & Teacher Training,English,English,2–4 hours per week,6,199.0
830,Financing Innovative Ventures,0,Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",Michael Pratt,Introductory,Business & Management,English,English,2–3 hours per week,4,149.0
831,"A-level Mathematics for Year 13 - Course 2: General Motion, Moments and Equilibrium, The Normal Distribution, Vectors, Differentiation Methods, Integration Methods and Differential Equations",0,Self-paced on your time,Imperial College London,Philip Ramsden-Phil Chaffe,Intermediate,Math,English,English,2–4 hours per week,7,49.0
832,Theories of Media and Technology,0,Instructor-led on a course schedule,New York University,Scott Fitzgerald,Introductory,Art & Culture,English,English,8–10 hours per week,14,249.0
833,Introducción a la Estructura de la Materia,11859,Self-paced on your time,Universitat Politècnica de Valencia,Carmen Gómez Benito-Teresa Pardo Vicente-Juan Antonio Llorens Molina,Introductory,Chemistry,Español,Español,3–4 hours per week,4,25.0
834,"Batteries, Fuel Cells, and their Role in Modern Society",11865,Self-paced on your time,Ural Federal University,Dmitry Pelegov,Introductory,Science,English,English,2–4 hours per week,6,49.0
835,Communication Skills for Dialoguing Across Difference,60943,Self-paced on your time,Catalyst,Tolonda M. Tolbert-Jared Cline-Audrey Gallien,Introductory,Communication,English,English,1–2 hours per week,1,25.0
836,Social Media: How Media Got Social,13616,Self-paced on your time,Curtin University,Tama Leaver-Gwyneth Peaty,Introductory,Communication,English,English,2–3 hours per week,4,139.0
837,"Portfolio Management, Governance, & the PMO",17299,Self-paced on your time,University of Washington,Luke Panezich,Introductory,Business & Management,English,English,2–5 hours per week,6,199.0
838,edX101: Overview of Creating an edX Course,22327,Self-paced on your time,edX,Mark Rudnick-Ildi Morris,Introductory,Education & Teacher Training,English,English,1–2 hours per week,1,99.0
839,"Soy docente, ¡qué miedo! Gestiona eficazmente tus emociones",0,Self-paced on your time,Universidad Autónoma de Madrid,Claudia Messina Albarenque-Tamara Ambrona Benito-Gema de Pablo González,Introductory,Education & Teacher Training,Español,Español,3–4 hours per week,4,49.0
840,Data Analysis for Decision Making,8342,Instructor-led on a course schedule,"The University of Maryland, College Park-University System of Maryland",P.K. Kannan-Margrét Bjarnadóttir-Kislaya Prasad-Lingling Zhang,Advanced,Business & Management,English,English,8–10 hours per week,7,214.0
841,UML Class Diagrams for Software Engineering,33710,Self-paced on your time,KU Leuven University,Monique Snoeck,Introductory,Computer Science,English,English,4–5 hours per week,3,49.0
842,Driving Digital Innovation through Experimentation,16904,Instructor-led on a course schedule,Boston University,Paul R. Carlile-Ben Lubin,Advanced,Computer Science,English,English,3–5 hours per week,6,399.0
843,Compilation Basics for Macroeconomic Statistics,6570,Self-paced on your time,The International Monetary Fund,Tobias (Murto) Wickens,Introductory,Data Analysis & Statistics,English,English,3–6 hours per week,4,25.0
844,Seguridad Vial en América Latina y el Caribe: de la teoría a la acción,20189,Self-paced on your time,Inter-American Development Bank,Dalve Soria Alves-Edgar Zamora-Marisela Ponce de León-Ana María Pinto,Introductory,Engineering,Español,Español,2–3 hours per week,10,25.0
845,From Fossil Resources to Biomass: A Chemistry Perspective,5464,Self-paced on your time,Wageningen University & Research,Harry Bitter-Maria Barbosa-Corjan van den Berg-Paul Struik,Advanced,Energy & Earth Sciences,English,English,20–28 hours per week,5,149.0
846,System Dynamics for Health Sciences,15157,Self-paced on your time,Wits University,David Rubin-Tak Igusa-Robyn Letts,Intermediate,Medicine,English,English,2–4 hours per week,9,139.0
847,Internet de las cosas (IoT) y Big Data,0,Self-paced on your time,Universidad del Rosario,Jefferson Sarmiento Rojas-Daniel Alejandro Quiroga Torres-Pedro Antonio Aya Parra,Intermediate,Data Analysis & Statistics,Español,Español,4–6 hours per week,4,49.0
848,Introducción a Ciencias de Datos y Estadística Básica para Negocios,0,Self-paced on your time,Tecnológico de Monterrey,José Antonio Núñez Mora,Advanced,Data Analysis & Statistics,Español,Español,5–8 hours per week,4,49.99
849,Introduction to Psychological Research Methods,17087,Self-paced on your time,The University of Queensland,Blake McKimmie-Wen Wu,Introductory,Humanities,English,English,1–2 hours per week,7,99.0
850,Sustainable Packaging in a Circular Economy,6277,Self-paced on your time,Delft University of Technology,Conny Bakker-Ruud Balkenende-Janne de Hoop-Jos Vlugter,Intermediate,Design,English,English,3–4 hours per week,6,50.0
851,Design in Healthcare: Using Patient Journey Mapping,17946,Self-paced on your time,Delft University of Technology,Richard H.M. Goossens,Introductory,Design,English,English,3–4 hours per week,8,129.0
852,"El manejo de plagas, malezas y enfermedades en los Sistemas de Siembra Directa",0,Self-paced on your time,Universidad Nacional de Córdoba,Roberto Peralta,Intermediate,Biology & Life Sciences,Español,"English, Español",5–7 hours per week,4,99.0
853,"Electronic, Optical, and Magnetic Properties of Materials",9717,Instructor-led on a course schedule,Massachusetts Institute of Technology,Polina Anikeeva-Jessica Sandland,Advanced,Engineering,English,English,11–13 hours per week,15,150.0
854,La España del Quijote,13277,Self-paced on your time,Universidad Autónoma de Madrid,Pedro García Martín,Introductory,History,Español,Español,5–7 hours per week,7,19.0
855,Risk Management for Projects,22269,Self-paced on your time,University of Adelaide,Frank Schultmann-Noel Lindsay-Anton Jordaan-John Sing,Introductory,Business & Management,English,English,2–3 hours per week,5,199.0
856,Smithsonian’s Objects That Define America,9071,Self-paced on your time,The Smithsonian Institution,Richard Kurin,Introductory,Humanities,English,English,1–2 hours per week,5,50.0
857,Creating Modern China: The Republican Period to the Present,43045,Self-paced on your time,Harvard University,Peter K. Bol-William C. Kirby,Introductory,History,English,"English, 中文",1–3 hours per week,15,139.0
858,Discover Political Science,6573,Instructor-led on a course schedule,Université catholique de Louvain,Nathalie Schiffino-Leclercq-Pierre Baudewyns-Vincent Legrand-Min Reuchamps,Intermediate,Social Sciences,English,English,4–6 hours per week,10,50.0
859,Data Science: Inferential Thinking through Simulations,17505,Self-paced on your time,"University of California, Berkeley",Ani Adhikari-John DeNero-David Wagner,Introductory,Computer Science,English,English,4–6 hours per week,5,199.0
860,Programming for Data Science,41268,Self-paced on your time,University of Adelaide,Katrina Falkner-​Claudia Szabo-Nick Falkner,Introductory,Computer Science,English,English,8–10 hours per week,10,199.0
861,Public Sector Debt Statistics,0,Self-paced on your time,The International Monetary Fund,Tobias (Murto) Wickens,Intermediate,Economics & Finance,English,English,6–8 hours per week,6,25.0
862,Sensor Fusion and Non-linear Filtering for Automotive Systems,9709,Instructor-led on a course schedule,Chalmers University of Technology,Lars Hammarstrand,Advanced,Engineering,English,English,10–20 hours per week,6,299.0
863,Creación musical con Soundcool: Introducción,0,Self-paced on your time,Universitat Politècnica de Valencia,Jorge Sastre Martínez-Montse Briceño Mezquita-Elena Pelejero Ibáñez,Introductory,Music,Español,Español,4–5 hours per week,5,30.0
864,First Nights - Berlioz’s Symphonie Fantastique and Program Music in the 19th Century,8222,Self-paced on your time,Harvard University,Thomas Forrest Kelly,Introductory,Humanities,English,English,3–5 hours per week,3,49.0
865,The Quantum Internet and Quantum Computers: How Will They Change the World?,15014,Self-paced on your time,Delft University of Technology,Stephanie Wehner-Lieven Vandersypen-Menno Veldhorst,Introductory,Science,English,English,2–3 hours per week,6,50.0
866,Research Methods: An Engineering Approach,20444,Self-paced on your time,Wits University,Ivan Hofsajer,Introductory,Engineering,English,English,2–3 hours per week,8,169.0
867,Idealismo filosófico y cosmovisiones: cómo hacer mundos con ideas,15349,Self-paced on your time,Universidad Autónoma de Madrid,Felix Duque-Ángel Gabilondo-Valerio Rocco-Marcela Vélez,Introductory,Philosophy & Ethics,Español,Español,3–5 hours per week,5,49.0
868,Rise to Leadership: Become a CEO,16719,Self-paced on your time,Babson College,Peter Cohan,Intermediate,Business & Management,English,English,4–6 hours per week,4,199.0
869,Building a Cybersecurity Toolkit,23275,Self-paced on your time,University of Washington,David Aucsmith,Introductory,Computer Science,English,English,2–5 hours per week,6,199.0
870,Marketing your Android apps,0,Self-paced on your time,Universidad Galileo,Jojo Giuffra-Pedro Borrayo,Intermediate,Engineering,English,English,6–8 hours per week,5,49.0
871,Embedded Systems Essentials with Arm: Getting Started,0,Self-paced on your time,Arm Education,Khaled Benkrid-Shuojin Hang-Mark Allen-Tim Wilmshurst,Intermediate,Computer Science,English,English,3–6 hours per week,6,149.0
872,Life with Diabetes,12318,Self-paced on your time,Curtin University,Patricia Marshall,Introductory,Medicine,English,English,3–4 hours per week,5,139.0
873,Human Reproduction,5517,Self-paced on your time,University of Adelaide,Mario Ricci-Danijela Menicanin-Kathy Gatford-Corinna Van Den Heuvel,Intermediate,Biology & Life Sciences,English,English,2–3 hours per week,6,169.0
874,Enabling Technologies for Data Science and Analytics: The Internet of Things,71290,Self-paced on your time,Columbia University,Fred Jiang-Julia Hirschberg-Michael Collins-Shih-Fu Chang,Introductory,Computer Science,English,English,7–10 hours per week,5,99.0
875,Astrophysics: Exploring Exoplanets,48539,Self-paced on your time,Australian National University,Brian Schmidt-Paul Francis,Intermediate,Physics,English,English,2–4 hours per week,9,50.0
876,Unconventional Reservoir Geomechanics,0,Self-paced on your time,Stanford University,Mark D. Zoback-Arjun H. Kohli,Introductory,Energy & Earth Sciences,English,English,6–8 hours per week,10,129.0
877,Strategic Account Management,0,Self-paced on your time,Queen’s University,Jim Hamilton-Michael Cant,Introductory,Business & Management,English,English,4–6 hours per week,6,149.0
878,PyTorch Basics for Machine Learning,0,Self-paced on your time,IBM,Joseph Santarcangelo,Introductory,Data Analysis & Statistics,English,English,4–5 hours per week,5,39.0
879,Diseño y Desarrollo de Recursos Multimedia para la Enseñanza Virtual,14266,Self-paced on your time,Universidad Galileo,Rocael Hernández Rissardini-Miguel Morales-Mónica Mishell Pérez de Santisteban-Carla Sandoval Orellana,Intermediate,Humanities,Español,Español,4–5 hours per week,4,49.0
880,Introduction to Cloud Foundry and Cloud Native Software Architecture,24444,Self-paced on your time,The Linux Foundation,Norm Abramovitz-Tyler Bird-Kevin Rutten,Introductory,Computer Science,English,English,3–4 hours per week,14,169.0
881,Gestión de compras eficientes para tu empresa,0,Self-paced on your time,LOGYCA,Daniela Flórez Ceron-Carlos José Bello Peréz,Introductory,Engineering,Español,Español,3–5 hours per week,5,25.0
882,Know HBV And HCV,0,Self-paced on your time,Stanford University,Thi Thanh Hang Pham-Samuel So,Introductory,Medicine,English,English,1–5 hours per week,1,50.0
883,The Supreme Court & American Politics,6216,Self-paced on your time,University of Baltimore-University System of Maryland,Lyle Denniston,Introductory,Law,English,English,4–7 hours per week,8,29.0
884,Sales Enablement & Analytics,0,Self-paced on your time,Queen’s University,Michael Cant-Jim Hamilton,Introductory,Business & Management,English,English,4–6 hours per week,6,149.0
885,Inversión Extranjera como Motor del Desarrollo para América Latina y el Caribe,16423,Self-paced on your time,Inter-American Development Bank,Joaquim Tres-Matthew Shearer-Eddy Rekkers-Rodrigo Polanco,Intermediate,Business & Management,Español,Español,3–4 hours per week,10,25.0
886,Liderazgo en la empresa familiar,10969,Self-paced on your time,Tecnológico de Monterrey,Fernando Sandoval Arzaga-Juan Pablo Murra Lascurain-David Salvador Xotlanihua González,Intermediate,Business & Management,Español,Español,7–8 hours per week,6,49.0
887,Comparative Political Systems,6934,Self-paced on your time,Università degli Studi di Napoli Federico II,Gianfranco Pasquino,Introductory,Social Sciences,English,English,4–6 hours per week,6,59.0
888,Introducción al Derecho en la vida cotidiana,0,Self-paced on your time,Universidad Autónoma de Madrid,María del Pilar Pérez Álvarez-Beatriz Gregoraci Fernández-Pilar Domínguez Lozano,Introductory,Law,Español,Español,5–6 hours per week,5,49.0
889,Cloud Computing for Enterprises,27241,Instructor-led on a course schedule,University System of Maryland-University of Maryland Global Campus,Patrick Appiah-Kubi-Jarrod Jordan,Intermediate,Computer Science,English,English,8–10 hours per week,8,299.0
890,Diversity and Social Justice in Social Work,11055,Self-paced on your time,The University of Michigan,Jamie Mitchell,Advanced,Social Sciences,English,English,8–10 hours per week,8,199.0
891,Public Library Marketing and Public Relations,7525,Self-paced on your time,The University of Michigan,Kristin Fontichiaro,Introductory,Humanities,English,English,2–3 hours per week,4,49.0
892,"Healthcare Finance, Economics and Risk",8006,Self-paced on your time,Doane University,Jody Woodworth,Intermediate,Economics & Finance,English,English,5–10 hours per week,5,199.0
893,Reacciones Químicas y Cálculos Estequiométricos,8907,Self-paced on your time,Universitat Politècnica de Valencia,Carmen Gómez Benito-Isabel Morera Bertomeu,Introductory,Chemistry,Español,Español,3–4 hours per week,6,49.0
894,Seeking Women’s Rights: Colonial Period to the Civil War,5157,Self-paced on your time,Columbia University,Alice Kessler-Harris-Nick Juravich-Columbia University Center for Teaching and Learning-New-York Historical Society,Intermediate,History,English,English,2–3 hours per week,10,50.0
895,VideoX: Creating Video for the edX Platform,12159,Self-paced on your time,edX,Erik Brown-James Donald,Introductory,Education & Teacher Training,English,English,2–4 hours per week,2,99.0
896,Comisión de la Verdad Colombia,0,Self-paced on your time,Pontificia Universidad Javeriana,Juan Daniel Cruz-Andrés Mauricio Valdivieso Collazos-Nelson Otaya-María Mónica Herrera Irurita,Introductory,History,Español,Español,7–10 hours per week,5,29.0
897,MathTrackX: Probability,0,Self-paced on your time,University of Adelaide,Dr Brendan Harding-Dr Melissa Humphries-Dr David Butler-Dr Danny Stevenson,Introductory,Math,English,English,3–6 hours per week,4,79.0
898,Health Informatics for better and safer healthcare,0,Self-paced on your time,IsraelX,Maxim Topaz,Introductory,Health & Safety,English,English,3–4 hours per week,4,49.0
899,Sign Language Science: Factors Contributing to Natural Change,0,Self-paced on your time,Georgetown University,Ted Supalla,Introductory,Language,English,English,3–5 hours per week,4,99.0
900,Accounting System Structure and Information Management,0,Self-paced on your time,NYIF,Jack Farmer,Introductory,Economics & Finance,English,English,1–2 hours per week,4,50.0
901,Sustainable Development: The Post-Capitalist Order,7031,Self-paced on your time,SDG Academy,Jeffrey D. Sachs,Introductory,Economics & Finance,English,English,2–4 hours per week,8,49.0
902,"Health Law, Policy, and Advocacy",6358,Self-paced on your time,Doane University,Susan Sapp-Alice Kindschuh,Intermediate,Law,English,English,5–10 hours per week,5,199.0
903,Introduction to Haptics,0,Self-paced on your time,Stanford University,Allison Okamura,Introductory,Engineering,English,English,1–10 hours per week,5,129.0
904,Gestión de inventario y portafolio,0,Self-paced on your time,LOGYCA,Juan Carlos Martínez Rodríguez-Alex Fernando Bedoya Villamarín-Andrés Felipe Velandia Venegas-Maria Fernanda Torres Rojas,Introductory,Engineering,Español,Español,3–5 hours per week,5,25.0
905,Understanding Nuclear Energy,16015,Self-paced on your time,Delft University of Technology,Rudy Konings-Jan-Leen Kloosterman-Stefaan Pommé-Victor Hugo Sánchez Espinoza,Intermediate,Engineering,English,English,4–6 hours per week,6,50.0
